id,Long,Lat,HH,HH_anom,HH_std,HH_min,HH_max,HH_p25,HH_p50,HH_p75,HH_contrast,HH_dissimilarity,HH_homogeneity,HH_energy,HH_correlation,HV,HV_anom,HV_std,HV_min,HV_max,HV_p25,HV_p50,HV_p75,HV_contrast,HV_dissimilarity,HV_homogeneity,HV_energy,HV_correlation,VV,VV_anom,VV_std,VV_min,VV_max,VV_p25,VV_p50,VV_p75,VV_contrast,VV_dissimilarity,VV_homogeneity,VV_energy,VV_correlation,VH,VH_anom,VH_std,VH_min,VH_max,VH_p25,VH_p50,VH_p75,VH_contrast,VH_dissimilarity,VH_homogeneity,VH_energy,VH_correlation,HHHVRatio,HHVVRatio,HVVVRatio,VHHVRatio,RVI,H_mean,H_std,alpha_mean,alpha_std,A_mean,A_std,Pd_mean,Pd_std,Pv_mean,Pv_std,Ps_mean,Ps_std,Pc_mean,Pc_std,Pv_ratio,Pd_ratio,Ps_ratio,Pc_ratio,Pd_over_Pv,Ps_over_Pv,H_times_1mA,Health,Tier
1,102.6672952,2.745768554,0.09668447766913468,0.43963969392503677,0.604033613451287,-1.81898069939364,0.19617810408353842,-1.643951878097495,-1.264266129506919,-0.08830064471549097,-0.15859692769228667,-0.7680024821166258,2.2432347728302724,2.4617831849784877,1.173319912707842,-0.5674898988824992,-0.04174954184840617,2.014629189322331,-1.6560719973354743,1.0453738066445875,-1.6128118915982077,-0.9472005885758119,0.16709132929695641,-1.158148102430406,-1.5453140844382935,2.768383360458445,3.0130165211876045,1.7698892266381439,-0.5856596949274181,-0.5441343883590969,-0.06377822243969289,-1.1497541158049231,-0.2567486603879744,-0.911959304689191,-0.7998385304068845,-0.13560341889585248,-0.11681601598000191,-0.1381863264871136,0.0599290376544561,-0.12897884678487842,1.7367992107534287,-0.861125347329945,-0.5706405870735928,1.398139654288119,-2.138480226420308,-0.056385684923026744,-1.6318871751279718,-1.4385299989353195,0.2974998265892322,-0.8208102862456854,-0.8734888328585454,1.5433071188891225,0.6153493509903232,2.131237461020656,0.1741719879414591,1.2175179825108262,0.5593414306215249,-0.7748944353510429,0.19847021820609143,0.08917630049489088,-0.25897933164737624,0.16335157684366733,0.007249633102028439,0.33328637233789904,0.1874826616536846,0.4725551576860608,1.3408979732423039,-1.1896274577414565,1.8502482186687252,-0.2206046139670007,-0.13494476088430468,-0.4172984616456106,-0.04852936422052952,1.02606650021044,-0.7904291403707341,0.17161285336837656,-0.13171540816009256,-0.9406446175999617,-0.4623939509888887,-0.2417580968869312,Healthy,0
2,102.6672986,2.745832022,0.30476492625042834,0.5455807118176639,0.6634634249197793,-1.31387309843032,0.19617810408353842,-1.4064923701022727,-0.2157520684180446,0.17357973906108265,0.2230216611110381,-0.10747990636920664,0.7366474474418291,0.19270541172753836,0.9556436850794926,0.2917424663330809,0.9865959687828769,1.2378944510853667,-1.588059157255945,0.4628511044098674,-1.0514873246477372,0.1590834426023986,0.21590059386427696,-1.0952278233527246,-1.1945748122308382,1.372012985726591,0.30109295222756566,1.698673760170758,-0.1439099966408281,-0.09833155118090807,-0.026830159483702598,-1.1497541158049231,-0.2567486603879744,-0.7749696655650168,0.16093573204495384,0.06966383708823756,0.13178183826458342,0.268860058524519,-0.32056735808837705,-0.43877089392503854,1.79447630317482,-0.21115821830629122,0.24024839887404892,1.224666978310805,-1.914231562676303,-0.056385684923026744,-1.3265538352412265,0.36132077286526604,0.5054140246116083,-0.43722477300940205,-0.3274812027841526,0.5610797178381951,0.0912369348800567,1.8539380266275056,0.28936007941495,0.7998265751241239,0.19155062827820407,-1.431979627619143,-0.05317040111147782,0.45038242866125555,-0.35443819530606624,0.4855638420559573,-0.8828463858134044,0.7498373631672228,-1.1039225261169563,1.0174517084940689,0.08629989236332279,-0.6212943828163188,1.555280649953696,0.07616284552748116,-0.5110972232400258,0.2283231753864645,0.7264432922049052,0.9108803197377398,-0.8796524696322713,0.1224135322565418,0.15880583096707324,-0.9301735940403868,-0.4421594908495619,-0.43171755236748804,Healthy,0
3,102.6673036,2.745915533,0.35823154779783095,0.4845654425353213,0.4213942560279192,-0.7232240277299349,0.19617810408353842,0.15359616001165569,0.3474034971503384,0.2690303815338254,0.985937989054996,0.5396213107998876,0.15027134814405463,-0.13208638739211723,-0.12794988585980235,0.7971365704964997,1.4382550455222889,0.19396140366342443,-0.5673620384982082,0.4628511044098674,0.7184560989089027,0.6346739558303782,0.42739728898258145,-0.5585368353093969,-0.6552765441012656,0.4023672936807078,-0.13207523780528566,-0.8868616455778042,0.35482292513744207,0.41082482820762506,-0.1956115738168191,-0.7795630161798563,-0.2567486603879744,0.2102499277663063,0.26859994235726464,0.13590576724014486,0.9410722364333555,1.20200295405657,-1.0964502922823682,-0.46673873790994763,-0.32086584648287086,0.9130441529282001,1.7722184204336404,0.11917607226223322,-0.47072901815268176,-0.056385684923026744,0.734298252194115,0.6891602798383679,0.5130516300931267,0.38343707732731147,0.3216809632652099,0.07412013587773952,-0.3079327379328752,-0.46209773452903147,0.28343764211717143,0.004967383243478645,-0.28199282605116976,0.2583262005681474,-0.2959493693524224,0.9925480371453848,-0.042118165986706334,0.8100878166821719,-0.3661148073672377,0.6222706684644507,-1.1355008786180358,1.1342661345669875,-0.9557518961300688,0.3913289517989966,-0.28237439584548557,0.11662281456606993,-0.3465537599959828,1.5977770938271896,0.6127397509900959,0.23179451818245841,-0.4987909645680288,0.4329916897518242,-0.18239871302069852,-0.45712004207682855,0.09168027080366657,-0.05496446196023223,Healthy,0
4,102.6673069,2.745995703,0.1138478921033987,0.1658420845256638,0.3063596069505817,1.0748288340265932,0.19617810408353842,0.299147475185603,0.3474034971503384,0.2690303815338254,0.3025923774581247,0.04590704881161545,0.10390281542496767,-0.09838627758325628,0.8072670049510057,0.7842393954957647,1.3115246653068078,-0.10614247302595538,0.2572827147685232,0.4628511044098674,0.9683482311741269,0.7547388159909242,0.42739728898258145,-0.7293467068464746,-0.7998710072954257,0.4701604310933828,0.48909492308508823,-0.9700624997170432,0.2894476548921869,0.28004466048209364,-0.28795332284244946,0.35345927775737085,-0.2567486603879744,0.3652635221388035,0.26859994235726464,0.13590576724014486,1.828788969880883,1.7499836788249226,-1.2905936298292795,-0.6440542707495106,-0.9235272528784035,0.714670308846601,1.4077027704430989,-0.21619235644182394,-0.4329805503908246,-0.056385684923026744,0.8093128802011521,0.6762549641097688,0.5120508421262535,-0.38132920816013804,-0.2590079332145621,0.30436642709928025,0.20057417640395314,-1.1062402867683159,0.023820055720550994,-0.31375781372260275,-0.21322467190706249,-0.25981049408191303,-0.12305750046563407,1.1290590127378184,-0.19484191844031012,0.9382905219463159,-0.3370679368731024,0.4999187453285322,-1.296225117830563,0.8776538813929954,-0.4930573962716598,0.5386318371549963,-1.1953691281275503,-0.053426800026651754,-0.06578584877366651,2.027240931595063,0.023631929132317975,0.013490220558218715,-0.24807846885750845,0.649510497649638,-0.6285473930149462,-0.22961959578318417,0.3623963559778825,0.12524445112662963,Healthy,0
5,102.6673804,2.746042469,-0.3020399345341842,-0.45493526519401617,-0.11702646972004174,1.0748288340265932,-0.06697223371049836,0.26844888394588867,-0.13499391690580867,-0.07988630810465627,-0.3622081236352759,-0.4506832185862999,0.4899274024395724,0.14483976332031906,0.6856424801457389,0.638639811288601,0.8576266541245579,-0.5966338648272368,1.7222152272557334,0.4628511044098674,1.0845189187270154,0.7547388159909242,0.24349047103515348,-1.1208370508643806,-1.1848049160690695,0.2960848971590146,0.9325575471344154,-0.900019010797112,0.09577752051251047,-0.014809191498388483,-0.2751805656160842,0.9523680998210229,-0.21786129631944887,0.4504437783684436,0.3953328759981497,0.14171348404129636,0.7309441722425657,1.0654454571494405,-1.15623010008975,-0.5441648282153109,-0.015564722201931513,0.5625703239121366,0.9777611579858719,-0.38043305987943005,1.2004947931352739,-0.056385684923026744,0.5520830006425864,0.5781479450226779,0.3612032170597111,-0.43376429207959366,-0.2767931980378322,0.2716405905973951,-0.3182324363268399,0.6783171461417402,-0.402560686613521,-0.709066792153255,-0.022979491321549552,-0.26592734644040134,0.20095568278427653,1.3930909461843775,-0.4910749516044604,1.2234799052430438,-0.5444239817631127,0.3083831032548038,-0.853303577433574,0.5544309358944768,0.22780659963747144,0.44711668256491394,-1.2411654076724092,-0.45885014392480467,-0.20196495470465164,2.0801320294031793,-0.3455378887547639,-0.13762464518829223,-0.18286821042540524,1.014751074649439,-1.1077415638253523,-0.11560866280939304,0.7095678989448426,0.4366643141258235,Healthy,0
6,102.6674422,2.746079214,-0.46541458275123965,-0.6745978000315846,-0.37157604690987794,0.7352418888080677,-0.1598970758604486,0.22396202219055947,-0.17545610851190072,-0.2797166302023707,-1.264437375119175,-1.1850232665144904,0.8712152828459577,0.28462424302770845,-0.1462882602087125,0.29200964490668957,0.24022204740786196,-0.5774812446813644,1.7222152272557334,0.4628511044098674,0.9890556586345955,0.65542559451208,0.23030791276307958,-1.5118985322206089,-1.4847407282353358,0.33956253455024743,1.0417217086266797,-0.7456887692063957,-0.03658369378357209,-0.22069839837804606,-0.2194596630439465,0.9523680998210229,-0.16601425229021452,0.47125212410366074,0.4891522919667981,0.19629450029789136,-0.3507941110415032,0.2548541614058399,-0.7939765394103282,-0.5370226129514768,0.6945311416220644,0.2430484477888247,0.46227947172876416,-0.32034304845373224,1.2004947931352739,-0.056385684923026744,0.5120593604136279,0.6107824190474292,0.3612032170597111,-0.5946473292060663,-0.40929342097119514,0.24252917139604135,-0.2209060182048191,1.0095298904212415,-0.5339354372954929,-0.763909221779682,0.07603084366334108,-0.1612843875191251,0.32183486924194493,1.4475901437653704,-1.0056702901369217,1.4041611515631023,-0.2086073337446992,0.27379327406879456,-1.2694218743611947,0.8373344394441634,0.22913240246920846,0.16843536385509483,-0.5679240169844482,-0.7962574930522066,1.1322692656480695,2.07664739483757,-0.41510896773586103,0.07364070628559034,-0.6249148076683818,1.400199780572371,-1.2770852549002218,-0.4337363644360664,0.8409294909851146,0.49698860857200355,Healthy,0
7,102.6674455,2.745995703,-0.3989335527513442,-0.5618508521229678,-0.16073455360055883,0.7352418888080677,0.0707333411071618,0.2798441420688457,-0.03288736415690547,-0.08830064471549097,-1.3482433070137667,-1.278972776562743,0.6904402123356395,0.20627109850695255,-0.17008761575508638,0.34323335940575855,0.465082926896044,-0.461084560137572,1.7222152272557334,0.4628511044098674,0.9683482311741269,0.6346739558303782,0.23030791276307958,-0.9340367286561491,-1.0079697955410756,0.11489210663479331,0.46890268354984443,-0.8197500983253121,0.09935041090041712,-0.002576519278608407,-0.21418462448808484,0.7685466704391726,-0.16601425229021452,0.8025200667205452,0.6101632431437812,0.3117906548497815,0.07745332638506755,0.5603577923070451,-0.8814928102346841,-0.6345009848446272,0.17336733533553728,0.7702810918283485,1.3253336111020977,-0.2606414620159418,-0.4329805503908246,-0.056385684923026744,0.5520830006425864,0.6762549641097688,0.5054140246116083,-0.7210428614727628,-0.6538408122911609,0.6365683539739148,0.2557271273968421,-0.4593438177941833,-0.46926518480392426,-0.8880732963583527,-0.06389536448379485,1.1669624157193212,0.214731305087134,1.3613389314126692,-0.43840439634930994,0.9596416564513399,0.6747100347298519,0.5950136984508442,-1.3381069178039782,1.0504726082211022,-0.6331119406413374,0.38540812831700905,-1.4452095663709306,-0.24901476486952903,0.031213648199512455,1.5638168863573485,0.7844409383973385,0.06007123067135959,-0.6024465730519463,0.8234739176488576,-0.4592363791613734,-0.4164942478771548,0.45434669321279125,0.14971691545259894,Healthy,0
8,102.6673771,2.745955618,-0.13859436968475816,-0.1377483469516186,0.23588049821281015,-0.6875596236460595,0.19617810408353842,0.15359616001165569,0.021591585904360177,0.10876699124136413,-0.22822130449598788,-0.36440305629708536,0.5875935257355356,0.0937957287208926,-0.04997133430131715,0.4021589732960674,0.7506115285120762,-0.1294634569782065,-0.5673620384982082,0.4628511044098674,0.8621544901531027,0.65542559451208,0.3267554030687418,-1.0906941323578374,-1.2512402099690907,0.8840005369189332,0.47940252785769405,-0.9058162290698448,0.21590965949917312,0.2205413106411448,-0.17549935972080868,-0.7795630161798563,-0.21786129631944887,0.391811584829381,0.44148099569486116,0.18139958772121018,0.5270728693970803,0.9402677516512391,-0.9602921196942429,-0.48143171967564996,-0.6347155347442563,0.9349160406951678,1.721367745563441,0.059269936371275325,-0.47072901815268176,-0.056385684923026744,0.9285324747832353,0.6891602798383679,0.514613307435464,0.07703788449147718,0.0086603023756544,0.4135872661567142,-0.28475865823348645,-0.22204617106236976,-0.1983368103659554,-0.6322720742429414,-0.181995079475268,1.457986817773237,0.01038222526558483,1.1707707353666665,-0.2016059603364871,0.88018253701608,-0.34584342344209934,0.7639677702891176,-1.5997762498754728,1.206297898956746,-1.0763006628709895,0.31539808728815694,-0.6190904396168758,-0.02133432533477689,-0.2878408676572019,1.490344181084153,1.142025994382797,0.2526894894400027,-0.6596657230220133,0.58226313471199,-0.2070978676355238,-0.5393380693213279,0.18037745874394012,-0.10085443751544038,Healthy,0
9,102.667372,2.745877118,-0.11921869462671048,-0.07366413014339566,0.41538606743688267,-1.1973761038368373,0.19617810408353842,-0.11339050521461039,-0.19691268724796177,0.10876699124136413,-0.34950247699275644,-0.3337256652609209,0.37865674285558304,-0.3163109233116114,0.5210371069930697,0.2329022489911611,0.6057060887492715,0.5403849400382139,-1.0018747311377447,0.4628511044098674,0.477400651463064,0.5683436974069617,0.22613206683394582,-0.9929747115896749,-1.0372794840263788,0.9818831434360888,0.49886071528009,0.4808941247734806,0.05470465666732336,0.0746590626782584,-0.05717075472025998,-0.7795630161798563,-0.21786129631944887,-0.06321009212292557,0.28885201207714756,0.18139958772121018,0.6354821006275866,0.9752824944479388,-0.8863277172796191,-0.5123698261324423,0.8637607073624057,0.4329640522381919,1.048688305200347,0.6147125999824309,-1.2590439279011714,-0.056385684923026744,0.2730626375006003,0.6646189390119441,0.5120508421262535,-0.09880146851806197,-0.1087224454579299,0.4462236743000261,-0.432277479504521,0.9276053317950236,-0.156502167046439,-0.3100396323990255,-0.029672236561012574,0.5407121126246758,0.06771530691338891,0.9017825690969206,-0.13242403864698674,0.6802795864474801,-0.4988212956939034,0.8387910924642668,-1.8224300680249435,1.1552709133930743,-0.3391310284122211,-0.021219365652496387,0.569109862386747,0.07051211387419352,-0.6923110362561682,0.7865655380073658,1.4607085578630037,0.48345181645246343,-0.774210315744295,0.3192420085736396,0.11745054878755762,-0.6993334579726385,-0.11497529776734984,-0.29780075580656784,Healthy,0
10,102.6674338,2.745917203,-0.20130817540393497,-0.2665423247095974,-0.08377252109346398,-0.6875596236460595,0.0707333411071618,0.15359616001165569,-0.026804362541434857,-0.07988630810465627,-0.8781343812405775,-0.8552413128757202,0.5386456815837599,0.31601226207870375,-1.0194731803779649,0.274476700235136,0.47514107935568217,-0.07244134141026203,-0.5673620384982082,0.4628511044098674,0.8327769522499208,0.6346739558303782,0.30455480992236345,-1.5328515365483284,-1.5883016275500725,0.7850275883424876,0.7304665959753885,-0.7125046223900426,0.24627037710004238,0.22629703713766838,-0.14891830157856492,-0.7795630161798563,-0.16601425229021452,0.48330265006063244,0.6311045314888054,0.3117906548497815,-0.38232571029654916,0.20320741578070772,-0.6842006874944154,-0.502489007014308,0.05939232049582761,1.032041788402747,1.7715829267911323,0.0715765595091608,-0.47072901815268176,-0.056385684923026744,0.734298252194115,0.7521146033404423,0.514613307435464,-0.328542210925788,-0.2590079332145629,0.3721827065883424,-0.19692378152994006,0.15921551866560632,-0.24943802410155824,-0.7981921714240865,-0.23070529448708268,2.0978874493857442,0.011889617617483592,1.1262563248411221,-0.012587866357391305,0.6440061247575424,1.0574635660648024,0.7135521070505783,-1.5639519466463694,1.1474508546708788,-0.9455670762489538,0.32873508324439743,-1.0634796647473126,-0.014438964259468954,-0.30791625766305586,0.9014642941860282,1.5438584065005378,0.13017509311030362,-0.709485033201605,0.4841016371025584,0.10940024323646429,-0.5008788225079144,0.1821723064744153,-0.07511917230956905,Healthy,0
